idweb,dateparution,datelimitereponse,dept,code_departement,nomacheteur,type_acheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,filename,source_schema,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,alerte_l228,vrai_conforme,faux_conforme,url_avis,url_pdf
26-71167,2026-07-16,2026-08-21 12:00:00,89,['89'],Communauté d&#039;Agglomération du Grand Sénonais,Agglomération,Travaux de réhabilitation de la piscine Tournesol,"piscine, bâtiment",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-71167,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-71167,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-71167.pdf
26-71191,2026-07-16,2026-08-24 12:00:00,04,"['4', '13', '83', '5']",Groupement Hospitalier de Territoire - 04,Autre,Opération de construction du bâtiment de gérontopsychiatrie : marché pour les travaux de désamiantage / démolition et dévoiement de réseaux,"démolition, amiante (désamiantage), plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-71191,3.2.5,-4,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-71191,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-71191.pdf
26-70885,2026-07-16,,68,"['68', '67']",Commune de Wettolsheim,Ville,Création d'un terrain de foot 5 - rue du Stade à 68920 WETTOLSHEIM,maçonnerie,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-70885,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70885,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70885.pdf
26-70888,2026-07-16,2026-09-04 12:00:00,79,"['79', '86', '87', '85']",Communauté de communes Parthenay-Gâtine,Agglomération,Restructuration de l'ancien bâtiment de La Poste pour la création de la nouvelle ludothèque à Parthenay,revêtements de sols,Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,26-70888,3.2.5,-2,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70888,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70888.pdf
26-70693,2026-07-16,,72,['72'],Le Mans Métropole,Agglomération,Travaux de création d'aires de jeux et de mise en oeuvre de clôtures au Bois Robert Manceau - durée de 12 mois,"aire de jeux, clôture",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-70693,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70693,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70693.pdf
26-70696,2026-07-16,,73,['73'],Commune Les Belleville,Ville,Travaux de rénovation et d'entretien de l'éclairage public,"eclairage public, electricité (travaux)",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-70696,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70696,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70696.pdf
26-70739,2026-07-16,2026-08-14 12:00:00,02,['2'],"CENTRE HOSPITALIER DE SOISSONS, Établissement support du GHT SAPHIR",Autre,Rétrofitage de deux CTA et Nettoyage des réseaux du Centre hospitalier de Soissons (n° 26.35-01-02),bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70739,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70739,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70739.pdf
26-70929,2026-07-16,2026-09-10 12:00:00,75,['75'],ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,Autre,Travaux de sécurisation des sites du groupe hospitalo-universitaire APHP Sorbonne Université,matériel de sécurité,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70929,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70929,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70929.pdf
26-70779,2026-07-16,2026-08-17 10:00:00,27,['27'],SYNDICAT VOIRIE CANTON PACY SUR EURE,Agglomération,Travaux neufs de voies communautaires - Programme 2026,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70779,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70779,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70779.pdf
26-70906,2026-07-16,2026-09-23 15:00:00,92,['92'],Vallée Sud - Grand Paris (92),Autre,Marché de travaux d’injections pour le confortement des carrières souterraines du Stade Nautique de Chatillon Malakoff.,fondations spéciales,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70906,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70906,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70906.pdf
26-70178,2026-07-16,2026-09-09 10:00:00,08,"['8', '51']",Protéame (Société d'Equipement et d'Aménagement des Ardennes),Autre,Consultation Travaux - Réhabilitation du Grand Magasin Deville,bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,26-70178,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70178,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70178.pdf
26-70187,2026-07-16,2026-07-30 10:00:00,49,['49'],Alter Public Agissant au nom et pour le compte de la Ville d’Angers,Ville,Travaux de construction de la nouvelle Scène de Musiques Actuelles (SMAC) à Angers (49),bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,26-70187,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70187,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70187.pdf
26-70639,2026-07-16,,33,['33'],Mairie D'Arcachon,Ville,Remplacement des installations frigoriques des chambres froides et des étals du marché d'Arcachon,chambre froide,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-70639,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70639,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70639.pdf
26-71065,2026-07-16,,77,['77'],Conseil Départemental de Seine-et-Marne Direction des Routes - CS50377 - 77010 Melun,Département,Route départementale n°10p Communes de Torcy et Saint-Thibault-des-Vignes Aménagement d'un giratoire au carrefour entre la RD10p et la bretelle ouest de l'A104,voirie,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-71065,3.2.5,3,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-71065,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-71065.pdf
26-71089,2026-07-16,,30,"['30', '34']",Cté Cnes du Grand Pic St Loup,Agglomération,Rénovation et réhabilitation accessibilité de la maison France Service St Martin de Londres (34),bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-71089,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-71089,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-71089.pdf
26-71139,2026-07-16,,83,['83'],Conseil Departemental Du Var,Département,Rd 555 - Commune de Trans En Provence Pr 1+000 à 1+100 - Aménagement d'un tourne à gauche,voirie,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-71139,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-71139,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-71139.pdf
26-70704,2026-07-16,2026-08-14 12:00:00,37,['37'],Ville de Descartes,Ville,Travaux voirie Rue Jean Moulin,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70704,3.2.5,3,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70704,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70704.pdf
26-70578,2026-07-15,,64,['64'],Mairie de Sarrance,Ville,Travaux de première urgence pour la sauvegarde de l’Eglise de Sarrance,"monuments historiques, bâtiment, peinture (travaux), clocher",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-70578,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70578,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70578.pdf
26-70563,2026-07-15,2026-08-31 12:00:00,10,['10'],Commune de Rosières-près-Troyes,Ville,"DESAMIANTAGE, COUVERTURE ET DIVERS TRAVAUX A LA SALLE DES FETES-.",tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70563,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70563,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70563.pdf
26-70168,2026-07-15,,85,['85'],Vendée Eau (85),Autre,26TX071A - TRAVAUX DE REHABILITATION DES RESEAUX D EAUX USEES AVEC OU SANS TRANCHEE - COMMUNUE DE VIX (85),"canalisations, assainissement",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-70168,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70168,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70168.pdf
26-70151,2026-07-15,,93,['93'],Département de la Seine-Saint-Denis,Département,Aménagement sportif et paysager de deux tronçons le long de la Rd970 à Sevran,equipement sportif,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-70151,3.2.5,0,False,True,piste cyclable,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70151,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70151.pdf
26-70134,2026-07-15,2026-09-15 12:00:00,62,"['62', '59']","Communauté d'Agglomération de Béthune-Bruay, Artois Lys Romane",Agglomération,Travaux de démolition - Aire de grand passage à Haisnes,démolition,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70134,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70134,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70134.pdf
26-70148,2026-07-15,2026-09-11 12:00:00,56,['56'],Eau du Morbihan,Autre,Programme de travaux Cvm 2026-2 - Fourniture et pose de réseaux d'eau potable - Eau du Morbihan,"alimentation en eau potable, canalisations",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70148,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70148,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70148.pdf
26-70413,2026-07-15,,75,"['75', '91', '93', '94']",RECTORAT DE L'ACADEMIE DE PARIS,Autre,Sécurisation et réfection des entrées du site du SIEC,"porte automatique, portail",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-70413,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70413,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70413.pdf
26-70255,2026-07-15,2026-09-11 12:00:00,82,['82'],Mairie De Genebrieres,Ville,Aménagement d'un lotissement communal,voirie et réseaux divers,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70255,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70255,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70255.pdf
26-70196,2026-07-15,2026-09-11 12:00:00,87,['87'],Conseil Départemental Haute-Vienne,Département,Réalisation de travaux à l'émulsion de bitume,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70196,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70196,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70196.pdf
26-70332,2026-07-15,2026-09-17 12:00:00,42,['42'],Ville De Montrond Les Bains,Ville,Travaux De Voirie,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70332,3.2.5,3,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70332,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70332.pdf
26-70435,2026-07-15,2026-09-25 12:00:00,49,['49'],Mauges Communauté,Agglomération,Raccordement du hameau de la Basse-Pierre à l'assainissement collectif du Fourneau et mise en séparatif des réseaux d'assainissement du hameau - Commune déléguée de Drain,assainissement,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70435,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70435,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70435.pdf
26-70319,2026-07-15,2026-09-04 12:00:00,54,['54'],Métropole du Grand Nancy,Agglomération,Travaux de pose de signalisation verticale permanente et temporaire-.,ouvrage d'infrastructure,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70319,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70319,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70319.pdf
26-70360,2026-07-15,,06,['6'],SAS PSLV,Autre,TRAVAUX ET INTERVENTIONS HYPERBARES AU PORTS ST LAURENT DU VAR ET GALLICE,travaux dans l'eau,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-70360,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70360,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70360.pdf
26-70350,2026-07-15,2026-08-28 12:00:00,44,['44'],Nantes Métropole,Agglomération,Aménagement de la liaison gare maritime à Nantes,voirie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70350,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70350,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70350.pdf
26-70565,2026-07-15,2026-09-10 12:00:00,77,"['77', '75', '78', '91']",COMMUNE DE MAGNY LE HONGRE,Ville,TRAVAUX D'AMÉNAGEMENT INTÉRIEUR DU R+1 ET COMBLE DE LA FERME DURPÉ,"plomberie (travaux), peinture (travaux), electricité (travaux)",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70565,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70565,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70565.pdf
26-70579,2026-07-15,2026-08-10 23:59:00,34,['34'],CSMOD2,Autre,SMOD2 - Travaux - VRD - Débroussaillage - Clôture - Aménagements écologiques (Adapté),"terrassement, photovoltaïque",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70579,3.2.5,1,False,False,,False,False,True,https://www.boamp.fr/pages/avis/?q=idweb:26-70579,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70579.pdf
26-70426,2026-07-15,2026-08-28 17:00:00,66,['66'],MAIRIE DE FORMIGUERES,Ville,RENOUVELLEMENT DES RESEAUX HUMIDES SECTEUR PUMPTRACK,"assainissement, alimentation en eau potable",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70426,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70426,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70426.pdf
26-70267,2026-07-15,,35,['35'],Rennes Métropole,Agglomération,Vallée de la Vilaine - Aménagement des étangs de la Bougrières et de Lilion,"ouvrage d'art, signalétique, voirie",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-70267,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70267,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70267.pdf
26-70268,2026-07-15,,45,['45'],Mairie de Fay-Aux-Loges,Ville,Rehabilitation De L'Ancien Ehpad En Maison De Sante,tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-70268,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70268,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70268.pdf
26-70270,2026-07-15,,30,['30'],Conseil départemental du Gard,Département,Refection De La Chaussee Sur La Rd42 Du Pr 12+277 Au Pr 18+245 A Saint Gilles,"terrassement, voirie, voirie et réseaux divers",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-70270,3.2.5,3,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70270,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70270.pdf
26-70232,2026-07-15,2026-09-14 12:00:00,71,['71'],TREMPLIN,Autre,"Création d’un tiers-lieu 52 bis, rue du parc – Bout d’Amont Ouest 71270 PIERRE DE BRESSE",bâtiment,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-70232,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70232,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70232.pdf
26-70116,2026-07-15,,44,"['44', '49', '56', '85', '35']",CC Estuaire et Sillon,Agglomération,Travaux de réhabilitation des berges des lagunes et remplacement des canalisations de la station d'épuration de LAVAU SUR LOIRE,station d'épuration (travaux),Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-70116,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70116,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70116.pdf
26-70308,2026-07-15,,57,['57'],Centre Pompidou-Metz,Autre,"Travaux d'aménagements scénographiques de l'exposition ""Shigeru Ban par Shigeru Ban""","menuiserie, peinture (travaux)",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-70308,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70308,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70308.pdf
26-70061,2026-07-15,2026-08-14 10:00:00,05,"['5', '13']",SOLIDEO ALPES 2030,Autre,Marché de travaux pour la rénovation des accès et création des réseaux en amont des travaux des opérateurs immobiliers au Fort des Trois Têtes à Briançon,voirie et réseaux divers,Marchés européens,Procédure Ouverte,Avis de marché,26-70061,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70061,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70061.pdf
26-70070,2026-07-15,2026-09-04 10:00:00,90,"['90', '25']",HOPITAL NORD FRANCHE-COMTE,Autre,Marchés de travaux pour la construction du nouvel EHPAD de DELLE (département 90),tous corps d'état,Marchés européens,Procédure Ouverte,Avis de marché,26-70070,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-70070,https://www.boamp.fr/telechargements/FILES/PDF/2026/07/26-70070.pdf
